TimeStamp,CPU Utilization,Memory Utilization,Package TDP,Max P-Core Frequency,Max E-Core Frequency,Active Core Count,Thermal Throttling,Package Temperature,Processor Cache Frequency,Power Limit Throttling,Current/EDP Limit Throttling,Motherboard VR Thermal Throttling,PMAX Throttling
2026-01-07_15-50-16-686,100,12183,227.7897,5.2983,4.3031,24,1,95,4.489,0,0,0,0
2026-01-07_15-50-17-696,100,12183,276.4644,5.1873,4.2369,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-18-703,100,12183,246.0006,5.1873,4.2751,24,1,98,4.3893,0,0,0,0
2026-01-07_15-50-19-711,100,12183,262.9233,5.0876,4.1898,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-20-715,100,12183,271.5178,5.3464,4.2998,24,1,96,4.489,0,0,0,0
2026-01-07_15-50-21-723,100,12183,271.6488,5.2873,4.2727,24,1,100,3.691,0,0,0,0
2026-01-07_15-50-22-732,100,12183,259.5118,5.2873,4.2727,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-23-739,100,12183,268.0329,5.1667,4.2125,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-24-745,100,12183,268.0329,5.1667,4.2125,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-25-756,100,12184,255.3722,5.0876,4.1898,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-26-766,100,12184,247.3566,5.2863,4.2657,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-27-771,100,12183,235.1357,5.0876,4.1898,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-28-780,100,12184,241.8321,4.9878,4.09,24,1,99,4.489,0,0,0,0
2026-01-07_15-50-29-787,100,12184,251.238,4.888,4.09,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-30-793,100,12184,230.5689,5.2871,4.2882,24,1,100,4.3893,0,0,0,0
2026-01-07_15-50-31-798,100,12184,270.3382,5.2583,4.2767,24,1,93,4.489,0,0,0,0
2026-01-07_15-50-32-804,100,12184,264.5318,5.3006,4.2425,24,1,96,4.489,0,0,0,0
2026-01-07_15-50-33-811,100,12184,255.6837,5.2721,4.2665,24,1,97,4.1898,0,0,0,0
2026-01-07_15-50-34-822,100,12184,242.3941,5.0876,4.1898,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-35-830,100,12184,258.8954,5.286,4.2628,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-36-836,100,12183,258.6515,4.9878,4.09,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-37-844,100,12198,262.7447,5.2962,4.2737,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-38-853,100,12199,262.7447,5.2962,4.2737,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-39-860,100,12199,251.4176,5.2707,4.2604,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-40-871,100,12200,224.4746,5.1873,4.1951,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-41-877,100,12199,248.8857,5.2871,4.2895,24,1,100,4.3893,0,0,0,0
2026-01-07_15-50-42-888,100,12199,265.3884,4.888,4.09,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-43-893,100,12198,240.4246,5.2926,4.2674,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-44-901,100,12199,212.6029,4.888,4.09,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-45-911,100,12198,258.1649,5.0876,4.1898,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-46-919,100,12198,230.4407,5.2871,4.2866,24,1,97,4.3893,0,0,0,0
2026-01-07_15-50-47-927,100,12198,234.3289,5.2032,4.1813,24,1,96,4.489,0,0,0,0
2026-01-07_15-50-48-933,100,12199,248.0318,5.1873,4.2026,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-49-941,100,12198,255.0109,4.9878,4.09,24,1,96,4.3893,0,0,0,0
2026-01-07_15-50-50-947,100,12192,254.3224,5.1873,4.2031,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-51-956,100,12191,254.3224,5.1873,4.2031,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-52-964,100,12191,243.3864,5.2912,4.2661,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-53-973,100,12191,247.619,5.1873,4.2328,24,1,100,4.489,0,0,0,0
2026-01-07_15-50-54-980,100,12191,279.8623,5.1873,4.2182,24,1,97,4.489,0,0,0,0
2026-01-07_15-50-55-988,100,12191,251.1179,5.1873,4.2533,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-56-997,100,12189,236.4297,4.888,4.09,24,1,98,4.489,0,0,0,0
2026-01-07_15-50-58-005,100,12190,247.222,5.0876,4.1765,24,1,97,4.3893,0,0,0,0
2026-01-07_15-50-59-011,100,12190,235.2237,5.3122,4.2857,24,1,97,4.489,0,0,0,0
2026-01-07_15-51-00-021,100,12191,253.3255,4.7883,3.9902,24,1,98,4.489,0,0,0,0
2026-01-07_15-51-01-027,100,12191,273.5887,4.9878,4.1898,24,1,98,4.489,0,0,0,0
2026-01-07_15-51-02-039,100,12190,247.7503,5.0876,4.1898,24,1,96,4.489,0,0,0,0
2026-01-07_15-51-03-044,100,12190,252.9115,5.1873,4.2163,24,1,98,4.3893,0,0,0,0
2026-01-07_15-51-04-050,100,12190,232.996,5.2856,4.2823,24,1,95,4.489,0,0,0,0
2026-01-07_15-51-05-057,100,12189,232.996,5.2856,4.2823,24,1,95,4.489,0,0,0,0
2026-01-07_15-51-06-064,100,12189,257.6229,4.888,4.09,24,1,97,4.489,0,0,0,0
2026-01-07_15-51-07-072,100,12187,244.317,5.2462,4.2252,24,1,99,4.489,0,0,0,0
2026-01-07_15-51-08-080,27.2319,12020,255.9741,4.7883,3.9902,24,1,100,4.489,0,0,0,0
2026-01-07_15-51-09-085,8.6397,12022,83.2516,5.3018,4.2398,24,1,79,4.489,0,0,0,0
2026-01-07_15-51-10-096,4.3685,12017,61.6592,5.6244,2.3941,8,1,73,4.489,0,0,0,0
2026-01-07_15-51-11-106,3.4242,12023,62.8226,5.5039,3.7805,3,0,67,4.9878,0,0,0,0
2026-01-07_15-51-12-113,3.7598,12021,69.4763,5.6034,3.8621,5,0,71,4.5888,0,0,0,0
2026-01-07_15-51-13-123,4.0715,12020,65.7322,5.7036,3.4766,4,0,76,4.489,0,0,0,0
2026-01-07_15-51-14-134,3.205,12039,65.2952,5.6156,3.2558,4,0,74,4.5888,0,0,0,0
2026-01-07_15-51-15-139,6.1629,12041,67.0144,5.6038,3.3874,4,0,72,4.5888,0,0,0,0
2026-01-07_15-51-16-150,3.148,12038,64.9407,5.6552,3.5907,6,0,77,4.5888,0,0,0,0
2026-01-07_15-51-17-161,4.9582,12035,61.9746,5.5973,3.6517,5,0,90,4.5888,0,0,0,0
2026-01-07_15-51-18-171,3.9442,12036,61.9746,5.5973,3.6517,5,0,90,4.5888,0,0,0,0
2026-01-07_15-51-19-177,3.9033,12035,60.6546,5.6494,2.3941,4,0,56,4.5888,0,0,0,0
2026-01-07_15-51-20-187,5.4265,12033,58.982,5.6144,3.8422,3,0,69,4.9878,0,0,0,0
2026-01-07_15-51-21-198,4.8794,12036,62.9377,5.691,2.3941,5,0,80,4.9878,0,0,0,0
2026-01-07_15-51-22-205,5.1566,12035,61.1219,5.6772,2.9228,4,0,91,4.5888,0,0,0,0
2026-01-07_15-51-23-211,6.025,12036,64.9158,5.7375,3.9434,5,0,83,4.489,0,0,0,0
2026-01-07_15-51-24-222,6.6545,12035,60.6079,5.6751,2.7813,5,0,67,4.5888,0,0,0,0
2026-01-07_15-51-25-233,3.315,12036,62.2452,5.66,2.7097,4,0,69,4.5888,0,0,0,0
2026-01-07_15-51-26-242,4.5433,12033,66.1692,5.6861,3.8533,3,0,67,4.5888,0,0,0,0
2026-01-07_15-51-27-252,3.1585,12036,64.4659,5.6747,3.3577,4,0,67,4.9878,0,0,0,0
2026-01-07_15-51-28-264,5.6163,12035,59.9005,5.5769,3.1114,4,0,68,4.9878,0,0,0,0
2026-01-07_15-51-29-272,4.1035,12035,62.1711,5.6861,3.7,4,0,68,4.5888,0,0,0,0
2026-01-07_15-51-30-283,4.9096,12035,62.1711,5.6861,3.7,4,0,68,4.5888,0,0,0,0
2026-01-07_15-51-31-291,5.0135,12035,62.8318,5.7588,3.2957,4,0,70,4.5888,0,0,0,0
2026-01-07_15-51-32-299,2.7102,12032,63.0751,5.7101,3.9208,4,0,88,4.9878,0,0,0,0
2026-01-07_15-51-33-304,4.8592,12034,67.2742,5.6692,2.5982,4,0,78,4.9878,0,0,0,0
2026-01-07_15-51-34-314,5.0368,12034,59.5172,5.6653,3.8771,4,0,65,4.5888,0,0,0,0
2026-01-07_15-51-35-321,4.1129,12035,66.73,5.6861,3.2174,4,0,75,4.489,0,0,0,0
2026-01-07_15-51-36-329,3.1904,12034,61.0307,5.7077,2.8386,4,0,65,4.9878,0,0,0,0
2026-01-07_15-51-37-340,3.2092,12034,60.3878,5.592,3.5586,4,0,85,4.5888,0,0,0,0
2026-01-07_15-51-38-349,3.7569,12032,57.663,5.592,3.5586,4,0,85,4.9878,0,0,0,0
2026-01-07_15-51-39-361,4.7562,12034,63.0412,5.6861,2.3941,5,0,72,4.9878,0,0,0,0
2026-01-07_15-51-40-373,5.4445,12033,60.5629,5.6861,3.7807,4,0,59,4.5888,0,0,0,0
2026-01-07_15-51-41-392,2.8882,12033,47.2513,5.6861,3.0531,4,0,65,0.798,0,0,0,0
2026-01-07_15-51-42-397,1.2443,12033,7.2864,2.2944,2.3941,4,0,45,1.7956,0,0,0,0
2026-01-07_15-51-43-405,2.9989,12031,7.2864,2.2944,2.3941,4,0,45,1.7956,0,0,0,0
2026-01-07_15-51-44-420,2.5988,12018,10.0172,1.7956,2.3941,3,0,44,0.798,0,0,0,0
2026-01-07_15-51-45-426,2.7298,12017,7.4862,2.4939,2.3941,3,0,44,1.7956,0,0,0,0
2026-01-07_15-51-46-436,2.4952,12015,7.6215,1.4963,2.3941,4,0,44,1.1971,0,0,0,0
2026-01-07_15-51-47-440,4.4944,12014,7.2232,1.6972,2.3941,3,0,43,0.798,0,0,0,0
