TimeStamp,CPU Utilization,Memory Utilization,Package TDP,Max P-Core Frequency,Max E-Core Frequency,Active Core Count,Thermal Throttling,Package Temperature,Processor Cache Frequency,Power Limit Throttling,Current/EDP Limit Throttling,Motherboard VR Thermal Throttling,PMAX Throttling
2026-01-06_16-12-34-918,100,11561,249.2309,4.888,3.9837,24,1,96,4.489,0,0,0,0
2026-01-06_16-12-35-924,100,11561,266.5161,4.9878,3.9798,24,1,92,4.2895,0,0,0,0
2026-01-06_16-12-36-945,100,11556,273.0038,4.7883,3.982,24,1,98,4.3893,0,0,0,0
2026-01-06_16-12-37-936,100,11555,271.2664,5.0499,3.9914,24,1,100,4.2895,0,0,0,0
2026-01-06_16-12-38-948,99.9518,11555,269.2896,4.9878,3.9854,24,1,100,4.2895,0,0,0,0
2026-01-06_16-12-39-951,100,11558,257.1134,4.888,3.9773,24,1,100,4.489,0,0,0,0
2026-01-06_16-12-40-959,100,11559,289.9922,4.888,3.9829,24,1,98,4.489,0,0,0,0
2026-01-06_16-12-41-964,100,11559,248.747,4.888,3.9719,24,1,98,4.2895,0,0,0,0
2026-01-06_16-12-42-969,100,11559,248.8679,5.0639,3.9988,24,1,98,4.2895,0,0,0,0
2026-01-06_16-12-43-981,100,11557,251.0339,4.888,3.9809,24,1,98,4.2895,0,0,0,0
2026-01-06_16-12-44-998,100,11556,246.5815,4.888,3.9734,24,1,96,4.489,0,0,0,0
2026-01-06_16-12-45-993,100,11556,246.5815,4.888,3.9734,24,1,96,4.489,0,0,0,0
2026-01-06_16-12-46-992,99.9511,11554,244.6346,4.9878,3.9856,24,1,100,4.2895,0,0,0,0
2026-01-06_16-12-47-999,100,11554,260.7254,4.9878,3.9744,24,1,93,4.1898,0,0,0,0
2026-01-06_16-12-49-013,100,11556,272.8504,5.0399,3.9821,24,1,98,4.2895,0,0,0,0
2026-01-06_16-12-50-010,100,11555,266.1855,5.0454,3.9854,24,1,100,4.2895,0,0,0,0
2026-01-06_16-12-51-030,100,11555,239.4551,5.0344,3.9683,24,1,100,4.489,0,0,0,0
2026-01-06_16-12-52-030,100,11558,225.5664,4.888,3.9713,24,1,98,4.09,0,0,0,0
2026-01-06_16-12-53-050,100,11557,259.4665,4.888,3.9679,24,1,96,4.2895,0,0,0,0
2026-01-06_16-12-54-046,100,11558,253.491,4.9878,3.9669,24,1,98,4.2895,0,0,0,0
2026-01-06_16-12-55-049,100,11560,249.7581,5.0389,3.9724,24,1,100,4.3893,0,0,0,0
2026-01-06_16-12-56-059,100,11558,249.7581,5.0389,3.9724,24,1,100,4.3893,0,0,0,0
2026-01-06_16-12-57-060,100,11558,238.1174,5.0457,3.9834,24,1,100,4.489,0,0,0,0
2026-01-06_16-12-58-075,100,11558,251.6072,4.9878,3.9669,24,1,100,4.09,0,0,0,0
2026-01-06_16-12-59-079,100,11554,232.8742,4.7883,3.957,24,1,97,4.3893,0,0,0,0
2026-01-06_16-13-00-081,100,11554,248.8712,4.888,3.9733,24,1,96,4.1898,0,0,0,0
2026-01-06_16-13-01-091,100,11554,247.729,4.9878,3.9631,24,1,97,4.2895,0,0,0,0
2026-01-06_16-13-02-100,100,11553,258.155,4.888,3.9775,24,1,95,4.489,0,0,0,0
2026-01-06_16-13-03-115,100,11552,253.9872,4.888,3.9707,24,1,97,4.489,0,0,0,0
2026-01-06_16-13-04-121,100,11555,252.335,4.6885,3.9753,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-05-132,100,11554,266.5595,5.0186,3.9676,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-06-134,100,11554,266.5595,5.0186,3.9676,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-07-146,100,11552,241.4355,4.9878,3.9624,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-08-146,100,11550,239.4857,4.888,3.9588,24,1,92,4.3893,0,0,0,0
2026-01-06_16-13-09-152,100,11549,254.534,4.888,3.9748,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-10-157,100,11549,247.2427,4.888,3.9562,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-11-167,100,11547,235.0116,4.888,3.959,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-12-170,100,11547,236.0294,4.5888,3.8905,24,1,98,4.1898,0,0,0,0
2026-01-06_16-13-13-179,72.3719,11382,242.3848,5.0201,3.9708,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-14-195,0,11380,10.6908,1.0973,0.798,24,1,68,0.798,0,0,0,0
2026-01-06_16-13-15-200,4.1611,11377,5.6904,1.4625,0.798,1,0,51,0.798,0,0,0,0
2026-01-06_16-13-16-209,8.0684,11376,5.5986,1.0973,0.8067,4,0,50,0.798,0,0,0,0
2026-01-06_16-13-17-217,15.1111,11552,5.5986,1.0973,0.8067,4,0,50,0.798,0,0,0,0
2026-01-06_16-13-18-227,100,11550,89.6247,1.0973,0.798,1,0,50,4.489,0,0,0,0
2026-01-06_16-13-19-240,100,11556,259.8343,5.0876,4.1762,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-20-243,100,11555,258.1499,4.9878,3.9952,24,1,93,4.2895,0,0,0,0
2026-01-06_16-13-21-244,100,11553,246.0133,4.7883,3.9787,24,1,96,4.2895,0,0,0,0
2026-01-06_16-13-22-255,100,11553,229.0725,4.9878,3.9671,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-23-262,100,11552,244.2328,5.0243,3.9818,24,1,98,4.489,0,0,0,0
2026-01-06_16-13-24-268,100,11551,241.2961,5.0247,3.9752,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-25-270,100,11548,255.9104,4.888,3.967,24,1,95,4.1898,0,0,0,0
2026-01-06_16-13-26-280,100,11548,248.1398,4.888,3.9604,24,1,98,4.1898,0,0,0,0
2026-01-06_16-13-27-286,100,11545,248.1398,4.888,3.9604,24,1,98,4.1898,0,0,0,0
2026-01-06_16-13-28-291,100,11543,243.6804,4.9878,3.9618,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-29-300,100,11529,227.0983,4.888,3.9583,24,1,94,4.2895,0,0,0,0
2026-01-06_16-13-30-308,100,11493,249.4697,4.9878,3.9663,24,1,97,4.2895,0,0,0,0
2026-01-06_16-13-31-323,100,11493,268.3581,4.7883,3.9765,24,1,97,4.2895,0,0,0,0
2026-01-06_16-13-32-329,100,11495,252.0105,5.013,3.9728,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-33-338,100,11493,254.1674,5.0192,3.9689,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-34-336,100,11493,241.3737,5.0299,3.9787,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-35-360,100,11492,225.7858,4.3893,3.7907,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-36-364,100,11490,226.8659,5.0236,3.9803,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-37-395,100,11491,235.7782,4.9878,3.9597,24,1,97,4.2895,0,0,0,0
2026-01-06_16-13-38-399,100,11557,229.1208,4.888,3.9556,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-39-412,100,11559,229.1208,4.888,3.9556,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-40-434,100,11557,234.5169,5.0092,3.9882,24,1,98,4.3893,0,0,0,0
2026-01-06_16-13-41-441,100,11560,225.5123,4.7883,3.9663,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-42-463,100,11559,264.457,4.7883,3.9618,24,1,98,4.489,0,0,0,0
2026-01-06_16-13-43-484,100,11556,256.2251,4.888,3.976,24,1,97,4.489,0,0,0,0
2026-01-06_16-13-44-495,100,11556,271.0676,4.9961,3.9524,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-45-521,100,11553,258.5906,5.0115,3.9685,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-46-527,100,11553,233.0788,4.7883,3.9544,24,1,98,4.2895,0,0,0,0
2026-01-06_16-13-47-539,100,11553,236.0936,4.888,3.9507,24,1,98,4.2895,0,0,0,0
2026-01-06_16-13-48-569,100,11551,257.1643,4.7883,3.9589,24,1,97,4.1898,0,0,0,0
2026-01-06_16-13-49-575,100,11550,258.2836,4.888,3.9552,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-50-596,100,11553,247.271,4.888,3.9557,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-51-611,100,11552,247.271,4.888,3.9557,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-52-635,100,11550,265.9062,5.0085,3.965,24,1,100,4.489,0,0,0,0
2026-01-06_16-13-53-660,100,11554,251.1531,5.0073,3.9625,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-54-678,100,11551,240.5967,4.9825,3.9409,24,1,98,4.1898,0,0,0,0
2026-01-06_16-13-55-695,100,11553,246.0736,4.7883,3.9529,24,1,100,4.2895,0,0,0,0
2026-01-06_16-13-56-709,100,11550,238.4204,4.7883,3.9558,24,1,98,4.1898,0,0,0,0
2026-01-06_16-13-57-728,100,11548,234.0285,4.888,3.9505,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-58-753,100,11532,240.878,4.7883,3.9476,24,1,100,4.1898,0,0,0,0
2026-01-06_16-13-59-767,100,11530,232.517,4.888,3.9476,24,1,98,4.2895,0,0,0,0
2026-01-06_16-14-00-792,100,11535,230.5133,4.9905,3.9498,24,1,100,4.1898,0,0,0,0
2026-01-06_16-14-01-803,100,11535,240.6433,5.0043,3.9665,24,1,98,4.2895,0,0,0,0
2026-01-06_16-14-02-812,100,11537,235.5625,4.9933,3.953,24,1,100,4.2895,0,0,0,0
2026-01-06_16-14-03-825,100,11532,238.9111,4.9853,3.9543,24,1,98,4.1898,0,0,0,0
2026-01-06_16-14-04-844,100,11531,232.8121,4.3893,3.7907,24,1,100,4.1898,0,0,0,0
2026-01-06_16-14-05-872,100,11529,232.8121,4.3893,3.7907,24,1,100,4.1898,0,0,0,0
2026-01-06_16-14-06-873,100,11528,251.3676,4.9919,3.9514,24,1,100,4.1898,0,0,0,0
2026-01-06_16-14-07-894,100,11529,231.5381,4.7883,3.9494,24,1,100,4.2895,0,0,0,0
2026-01-06_16-14-08-912,100,11494,249.9324,4.9898,3.9613,24,1,100,3.691,0,0,0,0
2026-01-06_16-14-09-929,100,11492,242.9881,4.988,3.9576,24,1,95,4.489,0,0,0,0
2026-01-06_16-14-10-944,100,11493,236.0102,4.6885,3.943,24,1,98,4.489,0,0,0,0
2026-01-06_16-14-11-979,100,11495,232.6367,4.7883,3.9466,24,1,100,4.09,0,0,0,0
2026-01-06_16-14-12-973,100,11493,240.7273,4.7883,3.9641,24,1,98,4.2895,0,0,0,0
2026-01-06_16-14-13-997,100,11492,237.3432,4.888,3.9366,24,1,97,4.2895,0,0,0,0
2026-01-06_16-14-15-012,100,11489,212.9248,4.888,3.9193,24,1,95,4.489,0,1,0,0
2026-01-06_16-14-16-035,100,11489,226.0083,4.9091,3.9142,24,1,93,4.3893,0,1,0,0
2026-01-06_16-14-17-043,100,11486,227.0735,4.888,3.9088,24,1,96,4.2895,0,1,0,0
2026-01-06_16-14-18-069,74.7048,11319,187.9543,4.7883,3.9073,24,1,96,0.798,0,1,0,0
2026-01-06_16-14-19-087,3.3142,11316,187.9543,4.7883,3.9073,24,1,96,0.798,0,1,0,0
2026-01-06_16-14-20-096,1.0442,11315,5.5918,1.0973,0.798,24,1,54,0.798,0,1,0,0
2026-01-06_16-14-21-108,4.9065,11312,4.5939,1.0973,0.798,4,0,51,0.798,0,0,0,0
2026-01-06_16-14-22-119,0,11310,5.7956,1.0973,0.798,4,0,51,0.798,0,0,0,0
2026-01-06_16-14-23-130,2.9054,11309,4.5824,1.0973,0.798,1,0,51,0.798,0,0,0,0
2026-01-06_16-14-24-139,0.616,11307,4.7323,1.4208,0.8737,3,0,50,0.798,0,0,0,0
2026-01-06_16-14-25-150,1.0618,11305,5.6138,1.0973,0.798,1,0,50,3.8905,0,0,0,0
2026-01-06_16-14-26-158,1.6044,11304,4.3244,1.0973,0.798,6,0,49,0.798,0,0,0,0
2026-01-06_16-14-27-163,2.7061,11306,4.4874,1.0973,0.798,1,0,50,0.798,0,0,0,0
2026-01-06_16-14-28-177,0,11315,7.4033,1.0973,0.798,3,0,50,0.798,0,0,0,0
2026-01-06_16-14-29-185,6.9787,11314,4.4913,1.0973,0.798,8,0,50,0.798,0,0,0,0
2026-01-06_16-14-30-195,0.5193,11314,4.4913,1.0973,0.798,8,0,50,0.798,0,0,0,0
2026-01-06_16-14-31-207,8.3327,11312,4.5967,1.0973,0.798,2,0,50,3.0924,0,0,0,0
2026-01-06_16-14-32-217,0,11310,6.211,1.0973,0.798,2,0,49,0.798,0,0,0,0
2026-01-06_16-14-33-226,0.055,11309,5.315,1.0973,0.798,3,0,50,0.798,0,0,0,0
2026-01-06_16-14-34-233,7.3403,11308,6.0101,1.5233,0.8391,1,0,49,3.8905,0,0,0,0
2026-01-06_16-14-35-242,0,11306,4.5464,1.0973,0.798,4,0,50,0.798,0,0,0,0
2026-01-06_16-14-36-252,0,11307,4.2761,1.0973,0.798,4,0,50,0.798,0,0,0,0
