TimeStamp,CPU Utilization,Memory Utilization,Package TDP,Max P-Core Frequency,Max E-Core Frequency,Active Core Count,Thermal Throttling,Package Temperature,Processor Cache Frequency,Power Limit Throttling,Current/EDP Limit Throttling,Motherboard VR Thermal Throttling,PMAX Throttling
2026-01-06_15-47-30-137,100,11584,236.208,4.888,3.9813,24,1,90,4.489,1,0,0,0
2026-01-06_15-47-31-145,100,11571,254.3466,5.0876,3.9724,24,1,93,4.489,1,0,0,0
2026-01-06_15-47-32-149,100,11570,262.5912,5.1433,3.9822,24,1,92,4.489,1,0,0,0
2026-01-06_15-47-33-152,100,11568,262.5912,5.1433,3.9822,24,1,92,4.489,1,0,0,0
2026-01-06_15-47-34-172,100,11569,238.0293,4.888,3.9569,24,1,96,4.489,1,0,0,0
2026-01-06_15-47-35-166,100,11568,246.0587,4.7883,3.9719,24,1,87,4.2895,1,0,0,0
2026-01-06_15-47-36-171,100,11568,253.469,5.1224,3.9582,24,1,94,4.2895,1,1,0,0
2026-01-06_15-47-37-182,100,11567,260.1463,5.1347,3.9727,24,1,92,4.1898,1,0,0,0
2026-01-06_15-47-38-186,100,11561,244.8592,5.1232,3.9697,24,1,92,4.489,1,0,0,0
2026-01-06_15-47-39-195,100,11560,241.9208,4.9878,3.9628,24,1,90,4.489,1,0,0,0
2026-01-06_15-47-40-209,100,11562,267.3968,5.0876,3.9625,24,1,95,4.489,1,0,0,0
2026-01-06_15-47-41-207,100,11560,270.8452,5.1286,3.961,24,1,93,4.3893,1,0,0,0
2026-01-06_15-47-42-218,100,11560,241.3269,4.7883,3.9689,24,1,94,4.3893,1,0,0,0
2026-01-06_15-47-43-219,100,11561,232.99,4.9878,3.9622,24,1,96,4.2895,1,0,0,0
2026-01-06_15-47-44-229,100,11560,232.99,4.9878,3.9622,24,1,96,4.2895,1,0,0,0
2026-01-06_15-47-45-233,100,11560,225.661,4.9878,3.9516,24,1,92,4.489,1,0,0,0
2026-01-06_15-47-46-236,100,11563,249.7095,5.1136,3.9569,24,1,100,4.489,1,0,0,0
2026-01-06_15-47-47-247,100,11562,245.2651,5.1317,3.9725,24,1,94,4.3893,1,0,0,0
2026-01-06_15-47-48-256,100,11562,249.9289,4.888,3.9622,24,1,93,4.2895,1,0,0,0
2026-01-06_15-47-49-258,100,11563,250.7952,4.888,3.9385,24,1,95,4.2895,1,0,0,0
2026-01-06_15-47-50-267,100,11561,258.3364,4.9878,3.9485,24,1,89,4.2895,1,1,0,0
2026-01-06_15-47-51-275,100,11560,259.4115,5.1253,3.9606,24,1,95,4.3893,1,0,0,0
2026-01-06_15-47-52-282,100,11558,249.6231,4.888,3.9613,24,1,95,4.489,1,0,0,0
2026-01-06_15-47-53-299,100,11556,235.5236,4.9878,3.967,24,1,94,4.489,1,0,0,0
2026-01-06_15-47-54-298,100,11556,235.5236,4.9878,3.967,24,1,94,4.489,1,0,0,0
2026-01-06_15-47-55-303,100,11556,246.1401,4.9878,3.9566,24,1,95,4.489,1,0,0,0
2026-01-06_15-47-56-316,100,11554,241.2482,4.9878,3.9551,24,1,92,4.3893,1,0,0,0
2026-01-06_15-47-57-320,7.5412,11388,208.352,1.9951,1.3966,24,1,95,3.7907,1,0,0,0
2026-01-06_15-47-58-334,6.0877,11560,8.1937,1.9833,0.8627,1,0,47,1.0973,0,0,0,0
2026-01-06_15-47-59-331,100,11554,120.1513,5.3113,4.0468,24,0,81,4.3893,1,0,0,0
2026-01-06_15-48-00-344,100,11560,277.6399,5.1577,3.9835,24,1,94,4.489,1,0,0,0
2026-01-06_15-48-01-357,100,11558,268.1289,4.888,3.9634,24,1,90,4.489,1,0,0,0
2026-01-06_15-48-02-366,100,11560,251.7955,4.888,3.971,24,1,93,4.3893,1,0,0,0
2026-01-06_15-48-03-364,100,11548,236.1989,5.1089,3.9495,24,1,94,4.3893,1,0,0,0
2026-01-06_15-48-04-375,100,11547,249.7048,5.1254,3.9697,24,1,97,4.3893,1,0,0,0
2026-01-06_15-48-05-392,100,11544,249.7048,5.1254,3.9697,24,1,97,4.3893,1,0,0,0
2026-01-06_15-48-06-385,100,11543,246.4745,5.1212,3.97,24,1,95,4.2895,1,0,0,0
2026-01-06_15-48-07-397,100,11540,238.1561,4.888,3.9529,24,1,98,4.489,1,1,0,0
2026-01-06_15-48-08-397,100,11538,261.5859,5.0876,3.9628,24,1,98,4.489,1,0,0,0
2026-01-06_15-48-09-415,100,11538,228.2161,4.9878,3.9747,24,1,96,4.489,1,1,0,0
2026-01-06_15-48-10-417,100,11538,270.945,4.888,3.9539,24,1,89,4.3893,1,1,0,0
2026-01-06_15-48-11-423,100,11542,233.4041,5.0876,3.9541,24,1,95,4.3893,1,1,0,0
2026-01-06_15-48-12-437,100,11541,239.4557,5.1163,3.9632,24,1,96,4.3893,1,0,0,0
2026-01-06_15-48-13-435,100,11541,245.684,4.888,3.9663,24,1,98,4.489,1,1,0,0
2026-01-06_15-48-14-460,100,11545,248.5103,5.0876,3.9592,24,1,93,4.489,1,0,0,0
2026-01-06_15-48-15-450,100,11544,248.5103,5.0876,3.9592,24,1,93,4.489,1,0,0,0
2026-01-06_15-48-16-455,100,11544,252.8573,5.1062,3.9595,24,1,98,4.2895,1,1,0,0
2026-01-06_15-48-17-465,100,11543,252.9048,5.1183,3.9607,24,1,97,4.3893,1,1,0,0
2026-01-06_15-48-18-493,100,11542,260.9267,5.1256,3.9767,24,1,97,4.489,1,1,0,0
2026-01-06_15-48-19-480,100,11542,256.6495,4.9878,3.9488,24,1,94,4.2895,1,1,0,0
2026-01-06_15-48-20-486,100,11540,244.5415,4.888,3.9383,24,1,97,4.2895,1,0,0,0
2026-01-06_15-48-21-496,100,11539,259.1977,4.9878,3.9604,24,1,100,4.1898,1,1,0,0
2026-01-06_15-48-22-499,100,11538,276.9271,5.1127,3.9678,24,1,97,4.3893,1,0,0,0
2026-01-06_15-48-23-512,100,11538,251.5176,5.1122,3.9634,24,1,97,4.489,1,1,0,0
2026-01-06_15-48-24-516,100,11545,240.1291,4.9878,3.9657,24,1,97,4.489,1,1,0,0
2026-01-06_15-48-25-524,100,11543,242.8321,4.6885,3.8905,24,1,98,3.8905,1,1,0,0
2026-01-06_15-48-26-530,100,11545,242.8321,4.6885,3.8905,24,1,98,3.8905,1,1,0,0
2026-01-06_15-48-27-549,100,11543,251.0754,4.9878,3.9481,24,1,98,4.489,1,0,0,0
2026-01-06_15-48-28-539,100,11543,252.4195,4.9878,3.9625,24,1,98,4.1898,1,0,0,0
2026-01-06_15-48-29-557,100,11532,261.6952,4.9878,3.9623,24,1,91,4.2895,1,1,0,0
2026-01-06_15-48-30-552,100,11531,253.5154,4.9878,3.9616,24,1,93,4.2895,1,1,0,0
2026-01-06_15-48-31-561,100,11530,247.3157,5.1043,3.9481,24,1,93,4.2895,1,0,0,0
2026-01-06_15-48-32-561,100,11528,256.0518,5.1026,3.968,24,1,100,4.2895,1,1,0,0
2026-01-06_15-48-33-575,100,11524,256.0521,5.111,3.9789,24,1,96,4.2895,1,0,0,0
2026-01-06_15-48-34-583,100,11524,244.7973,5.109,3.9658,24,1,96,4.1898,1,1,0,0
2026-01-06_15-48-35-587,100,11525,252.8321,4.7883,3.8905,24,1,98,4.2895,1,1,0,0
2026-01-06_15-48-36-594,100,11524,257.1368,4.888,3.9624,24,1,96,4.2895,1,0,0,0
2026-01-06_15-48-37-600,100,11525,257.1368,4.888,3.9624,24,1,96,4.2895,1,0,0,0
2026-01-06_15-48-38-607,100,11529,261.4247,4.6885,3.9412,24,1,95,4.1898,1,1,0,0
2026-01-06_15-48-39-612,100,11527,247.9655,4.9878,3.9626,24,1,96,4.489,1,0,0,0
2026-01-06_15-48-40-623,100,11527,266.6149,5.0961,3.9449,24,1,97,4.1898,1,1,0,0
2026-01-06_15-48-41-629,100,11524,242.4783,5.1054,3.9652,24,1,100,4.1898,1,1,0,0
2026-01-06_15-48-42-637,100,11521,228.4656,5.1047,3.957,24,1,97,4.2895,1,1,0,0
2026-01-06_15-48-43-653,100,11521,240.0101,4.888,3.9563,24,1,98,4.3893,1,1,0,0
2026-01-06_15-48-44-654,100,11521,250.5268,4.9878,3.9469,24,1,93,4.489,1,1,0,0
2026-01-06_15-48-45-666,100,11522,259.0656,4.888,3.9501,24,1,92,4.489,1,1,0,0
2026-01-06_15-48-46-667,100,11521,253.8259,5.0876,3.949,24,1,98,4.489,1,1,0,0
2026-01-06_15-48-47-682,100,11521,258.674,5.0991,3.9596,24,1,95,4.2895,1,1,0,0
2026-01-06_15-48-48-680,100,11522,258.674,5.0991,3.9596,24,1,95,4.2895,1,1,0,0
2026-01-06_15-48-49-690,100,11522,237.7236,5.1084,3.966,24,1,97,4.2895,1,1,0,0
2026-01-06_15-48-50-698,100,11522,236.07,5.0927,3.9512,24,1,100,4.3893,1,1,0,0
2026-01-06_15-48-51-703,100,11524,256.1008,4.888,3.9539,24,1,98,4.3893,1,0,0,0
2026-01-06_15-48-52-715,100,11523,253.3072,4.888,3.9408,24,1,100,4.2895,1,1,0,0
2026-01-06_15-48-53-717,100,11487,241.8103,5.1032,3.9555,24,1,97,4.3893,1,1,0,0
2026-01-06_15-48-54-727,100,11487,247.7107,5.1064,3.9709,24,1,100,4.3893,1,1,0,0
2026-01-06_15-48-55-741,100,11486,249.1403,4.7883,3.9602,24,1,98,4.489,1,1,0,0
2026-01-06_15-48-56-738,100,11485,255.0965,4.9878,3.9315,24,1,98,4.489,1,1,0,0
2026-01-06_15-48-57-749,100,11483,252.1184,4.888,3.966,24,1,96,4.489,1,1,0,0
2026-01-06_15-48-58-755,49.9214,11313,252.1184,4.888,3.966,24,1,96,4.489,1,1,0,0
2026-01-06_15-48-59-764,9.94,11312,117.4227,1.0973,0.798,24,1,56,0.798,1,0,0,0
2026-01-06_15-49-00-770,0,11336,5.2775,1.3737,0.798,8,0,49,0.798,0,0,0,0
2026-01-06_15-49-01-786,2.7181,11366,8.011,1.0973,3.2919,4,0,49,4.5888,0,0,0,0
2026-01-06_15-49-02-795,12.7479,11366,7.0552,1.0973,0.798,8,0,47,3.5912,0,0,0,0
2026-01-06_15-49-03-801,0,11368,5.2513,1.0973,0.798,8,0,49,1.0973,0,0,0,0
2026-01-06_15-49-04-810,1.1085,11365,7.2012,1.0973,0.798,5,0,49,1.8954,0,0,0,0
2026-01-06_15-49-05-819,2.4606,11365,4.7348,1.5114,1.1971,5,0,47,0.798,0,0,0,0
2026-01-06_15-49-06-830,0.5351,11367,6.0096,1.0973,0.798,3,0,47,0.798,0,0,0,0
2026-01-06_15-49-07-837,1.6615,11366,4.9183,1.0973,0.798,5,0,47,0.798,0,0,0,0
2026-01-06_15-49-08-842,1.4761,11366,4.8765,1.3117,0.8014,2,0,46,0.798,0,0,0,0
2026-01-06_15-49-09-855,6.3009,11370,5.0537,1.0973,0.798,1,0,46,0.798,0,0,0,0
2026-01-06_15-49-10-859,31.1902,11367,5.0537,1.0973,0.798,1,0,46,0.798,0,0,0,0
2026-01-06_15-49-11-868,0,11365,5.1547,1.9951,1.0579,3,0,46,3.7907,0,0,0,0
2026-01-06_15-49-12-877,1.5841,11365,4.7074,1.0973,0.798,3,0,46,0.798,0,0,0,0
2026-01-06_15-49-13-885,0,11363,5.4609,1.3966,0.8014,2,0,46,0.798,0,0,0,0
2026-01-06_15-49-14-893,2.7236,11366,5.1225,1.0973,0.798,1,0,47,0.798,0,0,0,0
2026-01-06_15-49-15-903,7.5144,11370,6.0202,1.3966,0.8016,4,0,46,1.1971,0,0,0,0
2026-01-06_15-49-16-912,0,11370,6.7316,1.0973,0.798,1,0,46,0.798,0,0,0,0
2026-01-06_15-49-17-919,4.6527,11364,4.6092,1.0973,0.798,5,0,46,0.798,0,0,0,0
2026-01-06_15-49-18-919,3.8847,11363,4.5495,1.1971,0.798,3,0,46,4.5888,0,0,0,0
2026-01-06_15-49-19-932,9.875,11365,5.0742,1.0973,0.798,3,0,46,0.798,0,0,0,0
